date,domain,total_comments
2021-08-14,wildberries,0
2021-08-15,ozon,86
2021-08-15,wildberries,0
2021-08-16,aliexpress,70
2021-08-16,megamrkt,79
2021-08-16,ozon,87
2021-08-16,wildberries,0
2021-08-16,yandex.market,5
2021-08-17,aliexpress,90
2021-08-17,megamrkt,141
2021-08-17,ozon,34
2021-08-17,wildberries,0
2021-08-17,yandex.market,40
2021-08-18,megamrkt,91
2021-08-18,ozon,54
2021-08-18,wildberries,0
2021-08-18,yandex.market,22
2021-08-19,aliexpress,216
2021-08-19,megamrkt,44
2021-08-19,ozon,62
2021-08-19,wildberries,0
2021-08-19,yandex.market,41
2021-08-20,megamrkt,89
2021-08-20,ozon,41
2021-08-20,wildberries,0
2021-08-21,megamrkt,48
2021-08-21,ozon,38
2021-08-21,wildberries,0
2021-08-22,ozon,53
2021-08-22,wildberries,0
2021-08-23,aliexpress,271
2021-08-23,megamrkt,168
2021-08-23,ozon,41
2021-08-23,wildberries,0
2021-08-24,megamrkt,107
2021-08-24,ozon,63
2021-08-24,wildberries,0
2021-08-24,yandex.market,16
2021-08-25,aliexpress,642
2021-08-25,megamrkt,167
2021-08-25,ozon,39
2021-08-25,wildberries,0
2021-08-25,yandex.market,6
2021-08-26,aliexpress,115
2021-08-26,megamrkt,98
2021-08-26,ozon,76
2021-08-26,wildberries,0
2021-08-26,yandex.market,36
2021-08-27,aliexpress,250
2021-08-27,megamrkt,134
2021-08-27,ozon,28
2021-08-27,wildberries,0
2021-08-27,yandex.market,40
2021-08-28,megamrkt,45
2021-08-28,ozon,15
2021-08-28,wildberries,0
2021-08-29,megamrkt,61
2021-08-29,ozon,8
2021-08-29,wildberries,0
2021-08-29,yandex.market,59
2021-08-30,megamrkt,93
2021-08-30,ozon,42
2021-08-30,wildberries,0
2021-08-31,aliexpress,45
2021-08-31,megamrkt,207
2021-08-31,ozon,29
2021-08-31,wildberries,0
2021-08-31,yandex.market,29
2021-09-01,aliexpress,189
2021-09-01,megamrkt,63
2021-09-01,ozon,89
2021-09-01,wildberries,0
2021-09-02,aliexpress,153
2021-09-02,megamrkt,51
2021-09-02,ozon,85
2021-09-02,wildberries,0
2021-09-02,yandex.market,113
2021-09-03,aliexpress,175
2021-09-03,megamrkt,100
2021-09-03,ozon,160
2021-09-03,wildberries,0
2021-09-04,megamrkt,54
2021-09-04,ozon,26
2021-09-04,wildberries,0
2021-09-05,megamrkt,105
2021-09-05,ozon,14
2021-09-05,wildberries,0
2021-09-06,aliexpress,85
2021-09-06,megamrkt,59
2021-09-06,ozon,63
2021-09-06,wildberries,0
2021-09-07,aliexpress,124
2021-09-07,megamrkt,110
2021-09-07,ozon,40
2021-09-07,wildberries,0
2021-09-07,yandex.market,15
2021-09-08,aliexpress,94
2021-09-08,megamrkt,109
2021-09-08,ozon,91
2021-09-08,wildberries,0
2021-09-08,yandex.market,76
2021-09-09,aliexpress,182
2021-09-09,megamrkt,43
2021-09-09,ozon,34
2021-09-09,wildberries,0
2021-09-09,yandex.market,42
2021-09-10,aliexpress,148
2021-09-10,megamrkt,54
2021-09-10,ozon,69
2021-09-10,wildberries,0
2021-09-11,megamrkt,46
2021-09-11,ozon,39
2021-09-11,wildberries,0
2021-09-12,megamrkt,102
2021-09-12,ozon,106
2021-09-12,wildberries,0
2021-09-13,megamrkt,115
2021-09-13,ozon,43
2021-09-13,wildberries,0
2021-09-13,yandex.market,60
2021-09-14,megamrkt,118
2021-09-14,ozon,130
2021-09-14,wildberries,0
2021-09-15,aliexpress,165
2021-09-15,megamrkt,177
2021-09-15,ozon,88
2021-09-15,wildberries,0
2021-09-16,aliexpress,157
2021-09-16,megamrkt,102
2021-09-16,ozon,76
2021-09-16,wildberries,0
2021-09-16,yandex.market,66
2021-09-17,aliexpress,179
2021-09-17,megamrkt,108
2021-09-17,ozon,38
2021-09-17,wildberries,0
2021-09-18,megamrkt,135
2021-09-18,ozon,103
2021-09-18,wildberries,0
2021-09-19,aliexpress,227
2021-09-19,megamrkt,91
2021-09-19,ozon,28
2021-09-19,wildberries,0
2021-09-20,megamrkt,136
2021-09-20,ozon,120
2021-09-20,wildberries,0
2021-09-21,megamrkt,161
2021-09-21,ozon,44
2021-09-21,wildberries,0
2021-09-21,yandex.market,17
2021-09-22,megamrkt,221
2021-09-22,ozon,97
2021-09-22,wildberries,0
2021-09-22,yandex.market,39
2021-09-23,aliexpress,185
2021-09-23,megamrkt,119
2021-09-23,ozon,62
2021-09-23,wildberries,0
2021-09-23,yandex.market,26
2021-09-24,aliexpress,189
2021-09-24,megamrkt,141
2021-09-24,ozon,67
2021-09-24,wildberries,0
2021-09-24,yandex.market,12
2021-09-25,aliexpress,212
2021-09-25,megamrkt,194
2021-09-25,ozon,135
2021-09-25,wildberries,0
2021-09-25,yandex.market,69
2021-09-26,megamrkt,77
2021-09-26,wildberries,0
2021-09-26,yandex.market,27
2021-09-27,megamrkt,191
2021-09-27,ozon,81
2021-09-27,wildberries,0
2021-09-28,aliexpress,42
2021-09-28,megamrkt,236
2021-09-28,ozon,139
2021-09-28,wildberries,0
2021-09-28,yandex.market,71
2021-09-29,aliexpress,69
2021-09-29,megamrkt,153
2021-09-29,ozon,205
2021-09-29,wildberries,0
2021-09-30,aliexpress,126
2021-09-30,megamrkt,112
2021-09-30,ozon,107
2021-09-30,wildberries,0
2021-09-30,yandex.market,58
2021-10-01,aliexpress,213
2021-10-01,megamrkt,60
2021-10-01,ozon,110
2021-10-01,wildberries,0
2021-10-01,yandex.market,107
2021-10-02,ozon,78
2021-10-02,wildberries,0
2021-10-03,megamrkt,97
2021-10-03,ozon,137
2021-10-03,wildberries,0
2021-10-04,aliexpress,57
2021-10-04,megamrkt,182
2021-10-04,ozon,23
2021-10-04,wildberries,0
2021-10-05,aliexpress,210
2021-10-05,megamrkt,178
2021-10-05,ozon,155
2021-10-05,wildberries,0
2021-10-05,yandex.market,118
2021-10-06,aliexpress,205
2021-10-06,megamrkt,146
2021-10-06,ozon,37
2021-10-06,wildberries,0
2021-10-07,aliexpress,85
2021-10-07,megamrkt,97
2021-10-07,ozon,44
2021-10-07,wildberries,0
2021-10-08,aliexpress,52
2021-10-08,megamrkt,177
2021-10-08,ozon,161
2021-10-08,wildberries,0
2021-10-09,aliexpress,71
2021-10-09,ozon,100
2021-10-09,wildberries,0
2021-10-10,ozon,72
2021-10-10,wildberries,0
2021-10-11,aliexpress,97
2021-10-11,megamrkt,98
2021-10-11,ozon,52
2021-10-11,wildberries,0
2021-10-12,aliexpress,117
2021-10-12,megamrkt,82
2021-10-12,ozon,71
2021-10-12,wildberries,0
2021-10-12,yandex.market,62
2021-10-13,aliexpress,156
2021-10-13,megamrkt,244
2021-10-13,ozon,80
2021-10-13,wildberries,0
2021-10-14,aliexpress,368
2021-10-14,megamrkt,60
2021-10-14,ozon,70
2021-10-14,wildberries,0
2021-10-14,yandex.market,23
2021-10-15,megamrkt,68
2021-10-15,ozon,71
2021-10-15,wildberries,0
2021-10-15,yandex.market,58
2021-10-16,megamrkt,123
2021-10-16,ozon,92
2021-10-16,wildberries,0
2021-10-16,yandex.market,33
2021-10-17,megamrkt,63
2021-10-17,ozon,37
2021-10-17,wildberries,0
2021-10-17,yandex.market,63
2021-10-18,megamrkt,140
2021-10-18,ozon,122
2021-10-18,wildberries,0
2021-10-18,yandex.market,26
2021-10-19,aliexpress,102
2021-10-19,megamrkt,53
2021-10-19,ozon,69
2021-10-19,wildberries,0
2021-10-20,aliexpress,257
2021-10-20,megamrkt,236
2021-10-20,ozon,128
2021-10-20,wildberries,0
2021-10-20,yandex.market,91
2021-10-21,aliexpress,196
2021-10-21,ozon,115
2021-10-21,wildberries,0
2021-10-22,megamrkt,162
2021-10-22,ozon,74
2021-10-22,wildberries,0
2021-10-22,yandex.market,153
2021-10-23,megamrkt,168
2021-10-23,ozon,101
2021-10-23,wildberries,0
2021-10-24,megamrkt,135
2021-10-24,ozon,93
2021-10-24,wildberries,0
2021-10-25,aliexpress,319
2021-10-25,megamrkt,142
2021-10-25,ozon,109
2021-10-25,wildberries,0
2021-10-26,aliexpress,106
2021-10-26,megamrkt,59
2021-10-26,ozon,157
2021-10-26,wildberries,0
2021-10-27,aliexpress,186
2021-10-27,megamrkt,83
2021-10-27,ozon,224
2021-10-27,wildberries,0
2021-10-28,megamrkt,171
2021-10-28,ozon,244
2021-10-28,wildberries,0
2021-10-29,aliexpress,307
2021-10-29,megamrkt,82
2021-10-29,ozon,80
2021-10-29,wildberries,0
2021-10-29,yandex.market,202
2021-10-30,megamrkt,63
2021-10-30,ozon,54
2021-10-30,wildberries,0
2021-10-31,megamrkt,118
2021-10-31,ozon,306
2021-10-31,wildberries,0
2021-11-01,aliexpress,372
2021-11-01,megamrkt,92
2021-11-01,ozon,241
2021-11-01,wildberries,0
2021-11-02,aliexpress,165
2021-11-02,megamrkt,159
2021-11-02,ozon,145
2021-11-02,wildberries,2
2021-11-02,yandex.market,51
2021-11-03,aliexpress,566
2021-11-03,megamrkt,225
2021-11-03,ozon,153
2021-11-03,wildberries,0
2021-11-03,yandex.market,64
2021-11-04,aliexpress,275
2021-11-04,megamrkt,40
2021-11-04,ozon,180
2021-11-04,wildberries,0
2021-11-04,yandex.market,27
2021-11-05,aliexpress,290
2021-11-05,megamrkt,140
2021-11-05,ozon,166
2021-11-05,wildberries,0
2021-11-05,yandex.market,116
2021-11-06,aliexpress,290
2021-11-06,ozon,87
2021-11-06,wildberries,0
2021-11-07,ozon,8
2021-11-07,wildberries,0
2021-11-08,megamrkt,156
2021-11-08,ozon,286
2021-11-08,wildberries,0
2021-11-09,aliexpress,170
2021-11-09,megamrkt,140
2021-11-09,ozon,183
2021-11-09,wildberries,0
2021-11-09,yandex.market,99
2021-11-10,aliexpress,186
2021-11-10,megamrkt,168
2021-11-10,ozon,263
2021-11-10,wildberries,0
2021-11-10,yandex.market,65
2021-11-11,aliexpress,932
2021-11-11,megamrkt,189
2021-11-11,ozon,240
2021-11-11,wildberries,0
2021-11-11,yandex.market,214
2021-11-12,aliexpress,627
2021-11-12,megamrkt,107
2021-11-12,ozon,118
2021-11-12,wildberries,0
2021-11-12,yandex.market,200
2021-11-13,megamrkt,115
2021-11-13,ozon,263
2021-11-13,wildberries,0
2021-11-14,megamrkt,185
2021-11-14,ozon,201
2021-11-14,wildberries,0
2021-11-15,megamrkt,123
2021-11-15,ozon,252
2021-11-15,wildberries,0
2021-11-15,yandex.market,173
2021-11-16,megamrkt,91
2021-11-16,ozon,210
2021-11-16,wildberries,0
2021-11-17,megamrkt,88
2021-11-17,ozon,310
2021-11-17,wildberries,0
2021-11-18,megamrkt,46
2021-11-18,ozon,70
2021-11-18,wildberries,0
2021-11-18,yandex.market,151
2021-11-19,aliexpress,343
2021-11-19,megamrkt,121
2021-11-19,ozon,287
2021-11-19,wildberries,0
2021-11-20,aliexpress,200
2021-11-20,megamrkt,117
2021-11-20,ozon,107
2021-11-20,wildberries,0
2021-11-20,yandex.market,237
2021-11-21,megamrkt,163
2021-11-21,ozon,113
2021-11-21,wildberries,0
2021-11-22,megamrkt,233
2021-11-22,ozon,206
2021-11-22,wildberries,0
2021-11-23,aliexpress,461
2021-11-23,megamrkt,298
2021-11-23,ozon,82
2021-11-23,wildberries,0
2021-11-24,aliexpress,225
2021-11-24,megamrkt,374
2021-11-24,ozon,280
2021-11-24,wildberries,0
2021-11-24,yandex.market,109
2021-11-25,aliexpress,568
2021-11-25,megamrkt,241
2021-11-25,ozon,362
2021-11-25,wildberries,0
2021-11-25,yandex.market,197
2021-11-26,aliexpress,266
2021-11-26,megamrkt,188
2021-11-26,ozon,358
2021-11-26,wildberries,0
2021-11-27,aliexpress,214
2021-11-27,megamrkt,286
2021-11-27,ozon,136
2021-11-27,wildberries,0
2021-11-28,aliexpress,280
2021-11-28,megamrkt,163
2021-11-28,ozon,139
2021-11-28,wildberries,0
2021-11-28,yandex.market,97
2021-11-29,aliexpress,341
2021-11-29,megamrkt,387
2021-11-29,ozon,80
2021-11-29,wildberries,0
2021-11-29,yandex.market,206
2021-11-30,ozon,121
2021-11-30,wildberries,0
2021-12-01,megamrkt,94
2021-12-01,ozon,151
2021-12-01,wildberries,0
2021-12-01,yandex.market,186
2021-12-02,megamrkt,259
2021-12-02,ozon,106
2021-12-02,wildberries,0
2021-12-03,megamrkt,232
2021-12-03,ozon,93
2021-12-03,wildberries,0
2021-12-04,aliexpress,340
2021-12-04,megamrkt,87
2021-12-04,ozon,52
2021-12-04,wildberries,0
2021-12-04,yandex.market,213
2021-12-05,megamrkt,256
2021-12-05,ozon,149
2021-12-05,wildberries,0
2021-12-06,aliexpress,323
2021-12-06,megamrkt,77
2021-12-06,ozon,171
2021-12-06,wildberries,0
2021-12-07,aliexpress,342
2021-12-07,megamrkt,134
2021-12-07,ozon,173
2021-12-07,wildberries,0
2021-12-08,aliexpress,265
2021-12-08,megamrkt,253
2021-12-08,ozon,203
2021-12-08,wildberries,0
2021-12-08,yandex.market,55
2021-12-09,megamrkt,51
2021-12-09,ozon,139
2021-12-09,wildberries,0
2021-12-09,yandex.market,203
2021-12-10,aliexpress,333
2021-12-10,megamrkt,190
2021-12-10,ozon,223
2021-12-10,wildberries,0
2021-12-10,yandex.market,122
2021-12-11,megamrkt,144
2021-12-11,ozon,129
2021-12-11,wildberries,0
2021-12-12,megamrkt,75
2021-12-12,ozon,210
2021-12-12,wildberries,0
2021-12-13,megamrkt,61
2021-12-13,ozon,119
2021-12-13,wildberries,0
2021-12-14,megamrkt,74
2021-12-14,ozon,209
2021-12-14,wildberries,0
2021-12-14,yandex.market,208
2021-12-15,aliexpress,196
2021-12-15,megamrkt,89
2021-12-15,ozon,79
2021-12-15,wildberries,0
2021-12-16,aliexpress,588
2021-12-16,megamrkt,48
2021-12-16,ozon,141
2021-12-16,wildberries,0
2021-12-17,aliexpress,436
2021-12-17,megamrkt,100
2021-12-17,ozon,68
2021-12-17,wildberries,0
2021-12-17,yandex.market,218
2021-12-18,aliexpress,294
2021-12-18,megamrkt,53
2021-12-18,ozon,40
2021-12-18,wildberries,0
2021-12-19,aliexpress,264
2021-12-19,megamrkt,112
2021-12-19,ozon,216
2021-12-19,wildberries,0
2021-12-20,aliexpress,284
2021-12-20,megamrkt,137
2021-12-20,ozon,315
2021-12-20,wildberries,0
2021-12-21,aliexpress,337
2021-12-21,ozon,137
2021-12-21,wildberries,0
2021-12-21,yandex.market,98
2021-12-22,megamrkt,133
2021-12-22,ozon,249
2021-12-22,wildberries,0
2021-12-22,yandex.market,46
2021-12-23,megamrkt,148
2021-12-23,ozon,224
2021-12-23,wildberries,0
2021-12-23,yandex.market,231
2021-12-24,aliexpress,414
2021-12-24,megamrkt,47
2021-12-24,ozon,291
2021-12-24,wildberries,0
2021-12-25,aliexpress,338
2021-12-25,megamrkt,137
2021-12-25,ozon,118
2021-12-25,wildberries,0
2021-12-26,megamrkt,92
2021-12-26,ozon,163
2021-12-26,wildberries,0
2021-12-27,aliexpress,370
2021-12-27,megamrkt,137
2021-12-27,ozon,365
2021-12-27,wildberries,0
2021-12-28,aliexpress,75
2021-12-28,megamrkt,75
2021-12-28,ozon,206
2021-12-28,wildberries,0
2021-12-28,yandex.market,77
2021-12-29,megamrkt,151
2021-12-29,ozon,262
2021-12-29,wildberries,0
2021-12-29,yandex.market,125
2021-12-30,aliexpress,193
2021-12-30,megamrkt,120
2021-12-30,ozon,267
2021-12-30,wildberries,0
2021-12-30,yandex.market,102
2021-12-31,aliexpress,223
2021-12-31,megamrkt,62
2021-12-31,ozon,158
2021-12-31,wildberries,0
2021-12-31,yandex.market,157
2022-01-01,ozon,109
2022-01-01,wildberries,0
2022-01-02,aliexpress,273
2022-01-02,ozon,140
2022-01-02,wildberries,0
2022-01-03,megamrkt,107
2022-01-03,ozon,151
2022-01-03,wildberries,0
2022-01-04,aliexpress,259
2022-01-04,megamrkt,63
2022-01-04,ozon,69
2022-01-04,wildberries,0
2022-01-05,aliexpress,290
2022-01-05,megamrkt,69
2022-01-05,ozon,132
2022-01-05,wildberries,0
2022-01-06,aliexpress,297
2022-01-06,megamrkt,124
2022-01-06,ozon,38
2022-01-06,wildberries,0
2022-01-07,ozon,46
2022-01-07,wildberries,0
2022-01-08,megamrkt,75
2022-01-08,ozon,31
2022-01-08,wildberries,0
2022-01-09,ozon,35
2022-01-09,wildberries,0
2022-01-10,megamrkt,124
2022-01-10,ozon,259
2022-01-10,wildberries,0
2022-01-11,megamrkt,94
2022-01-11,ozon,174
2022-01-11,wildberries,0
2022-01-12,aliexpress,262
2022-01-12,megamrkt,63
2022-01-12,ozon,81
2022-01-12,wildberries,0
2022-01-13,megamrkt,83
2022-01-13,ozon,140
2022-01-13,wildberries,0
2022-01-14,ozon,154
2022-01-14,wildberries,0
2022-01-15,ozon,125
2022-01-15,wildberries,0
2022-01-16,megamrkt,95
2022-01-16,ozon,148
2022-01-16,wildberries,0
2022-01-17,aliexpress,286
2022-01-17,megamrkt,176
2022-01-17,ozon,119
2022-01-17,wildberries,0
2022-01-18,megamrkt,90
2022-01-18,ozon,178
2022-01-18,wildberries,0
2022-01-19,megamrkt,51
2022-01-19,ozon,144
2022-01-19,wildberries,0
2022-01-20,aliexpress,318
2022-01-20,ozon,102
2022-01-20,wildberries,0
2022-01-20,yandex.market,145
2022-01-21,megamrkt,162
2022-01-21,ozon,178
2022-01-21,wildberries,0
2022-01-22,megamrkt,154
2022-01-22,ozon,24
2022-01-22,wildberries,0
2022-01-23,aliexpress,239
2022-01-23,ozon,57
2022-01-23,wildberries,0
2022-01-24,aliexpress,229
2022-01-24,megamrkt,52
2022-01-24,ozon,211
2022-01-24,wildberries,0
2022-01-24,yandex.market,219
2022-01-25,megamrkt,179
2022-01-25,ozon,142
2022-01-25,wildberries,0
2022-01-26,aliexpress,245
2022-01-26,megamrkt,63
2022-01-26,ozon,174
2022-01-26,wildberries,0
2022-01-27,aliexpress,157
2022-01-27,megamrkt,135
2022-01-27,ozon,112
2022-01-27,wildberries,0
2022-01-28,aliexpress,348
2022-01-28,megamrkt,91
2022-01-28,ozon,164
2022-01-28,wildberries,0
2022-01-29,megamrkt,89
2022-01-29,ozon,95
2022-01-29,wildberries,0
2022-01-30,megamrkt,119
2022-01-30,ozon,52
2022-01-30,wildberries,0
2022-01-31,aliexpress,173
2022-01-31,megamrkt,88
2022-01-31,ozon,144
2022-01-31,wildberries,0
2022-02-01,aliexpress,261
2022-02-01,ozon,65
2022-02-01,wildberries,0
2022-02-01,yandex.market,73
2022-02-02,megamrkt,52
2022-02-02,ozon,95
2022-02-02,wildberries,0
2022-02-03,megamrkt,151
2022-02-03,ozon,134
2022-02-03,wildberries,0
2022-02-04,megamrkt,25
2022-02-04,ozon,91
2022-02-04,wildberries,0
2022-02-04,yandex.market,100
2022-02-05,aliexpress,285
2022-02-05,megamrkt,56
2022-02-05,ozon,68
2022-02-05,wildberries,0
2022-02-06,megamrkt,177
2022-02-06,ozon,17
2022-02-06,wildberries,0
2022-02-07,ozon,48
2022-02-07,wildberries,0
2022-02-08,megamrkt,112
2022-02-08,ozon,115
2022-02-08,wildberries,0
2022-02-09,aliexpress,153
2022-02-09,megamrkt,152
2022-02-09,ozon,103
2022-02-09,wildberries,0
2022-02-09,yandex.market,72
2022-02-10,megamrkt,97
2022-02-10,ozon,100
2022-02-10,wildberries,0
2022-02-10,yandex.market,16
2022-02-11,aliexpress,253
2022-02-11,megamrkt,83
2022-02-11,ozon,110
2022-02-11,wildberries,0
2022-02-11,yandex.market,75
2022-02-12,aliexpress,260
2022-02-12,megamrkt,117
2022-02-12,ozon,95
2022-02-12,wildberries,0
2022-02-12,yandex.market,54
2022-02-13,megamrkt,99
2022-02-13,ozon,74
2022-02-13,wildberries,0
2022-02-14,megamrkt,90
2022-02-14,ozon,131
2022-02-14,wildberries,0
2022-02-14,yandex.market,27
2022-02-15,ozon,97
2022-02-15,wildberries,0
2022-02-15,yandex.market,48
2022-02-16,aliexpress,174
2022-02-16,megamrkt,59
2022-02-16,ozon,130
2022-02-16,wildberries,0
2022-02-17,aliexpress,121
2022-02-17,megamrkt,122
2022-02-17,ozon,105
2022-02-17,wildberries,0
2022-02-17,yandex.market,48
2022-02-18,aliexpress,362
2022-02-18,megamrkt,125
2022-02-18,ozon,126
2022-02-18,wildberries,0
2022-02-18,yandex.market,297
2022-02-19,aliexpress,184
2022-02-19,megamrkt,90
2022-02-19,ozon,88
2022-02-19,wildberries,0
2022-02-20,megamrkt,54
2022-02-20,ozon,144
2022-02-20,wildberries,0
2022-02-21,aliexpress,77
2022-02-21,megamrkt,119
2022-02-21,ozon,152
2022-02-21,wildberries,0
2022-02-22,aliexpress,176
2022-02-22,megamrkt,196
2022-02-22,ozon,356
2022-02-22,wildberries,0
2022-02-22,yandex.market,177
2022-02-23,megamrkt,117
2022-02-23,ozon,200
2022-02-23,wildberries,0
2022-02-24,wildberries,0
2022-02-25,wildberries,0
2022-02-26,wildberries,0
2022-02-27,wildberries,0
2022-02-28,wildberries,0
2022-03-01,megamrkt,87
2022-03-01,wildberries,0
2022-03-02,wildberries,0
2022-03-03,wildberries,0
2022-03-04,megamrkt,122
2022-03-04,ozon,0
2022-03-04,wildberries,0
2022-03-05,megamrkt,76
2022-03-05,ozon,0
2022-03-05,wildberries,0
2022-03-06,megamrkt,61
2022-03-06,ozon,0
2022-03-06,wildberries,0
2022-03-07,megamrkt,51
2022-03-07,wildberries,0
2022-03-08,megamrkt,113
2022-03-08,wildberries,0
2022-03-09,megamrkt,120
2022-03-09,ozon,0
2022-03-09,wildberries,0
2022-03-10,megamrkt,83
2022-03-10,wildberries,0
2022-03-11,megamrkt,121
2022-03-11,wildberries,0
2022-03-12,megamrkt,114
2022-03-12,wildberries,0
2022-03-13,megamrkt,132
2022-03-13,wildberries,0
2022-03-14,megamrkt,136
2022-03-14,wildberries,0
2022-03-14,yandex.market,200
2022-03-15,aliexpress,0
2022-03-15,megamrkt,162
2022-03-15,ozon,0
2022-03-15,wildberries,0
2022-03-16,megamrkt,138
2022-03-16,ozon,1
2022-03-16,wildberries,0
2022-03-17,megamrkt,218
2022-03-17,ozon,0
2022-03-17,wildberries,0
2022-03-18,megamrkt,62
2022-03-18,ozon,0
2022-03-18,wildberries,0
2022-03-19,megamrkt,140
2022-03-19,ozon,160
2022-03-19,wildberries,0
2022-03-20,megamrkt,102
2022-03-20,wildberries,0
2022-03-21,aliexpress,0
2022-03-21,megamrkt,97
2022-03-21,ozon,0
2022-03-21,wildberries,0
2022-03-22,ozon,0
2022-03-22,wildberries,0
2022-03-23,aliexpress,0
2022-03-23,megamrkt,151
2022-03-23,ozon,196
2022-03-23,wildberries,0
2022-03-24,aliexpress,0
2022-03-24,megamrkt,107
2022-03-24,ozon,358
2022-03-24,wildberries,0
2022-03-25,aliexpress,0
2022-03-25,megamrkt,141
2022-03-25,ozon,157
2022-03-25,wildberries,0
2022-03-26,aliexpress,0
2022-03-26,megamrkt,136
2022-03-26,ozon,138
2022-03-26,wildberries,0
2022-03-27,aliexpress,0
2022-03-27,megamrkt,115
2022-03-27,ozon,58
2022-03-27,wildberries,0
2022-03-28,aliexpress,0
2022-03-28,megamrkt,150
2022-03-28,ozon,90
2022-03-28,wildberries,0
2022-03-29,aliexpress,0
2022-03-29,megamrkt,46
2022-03-29,ozon,175
2022-03-29,wildberries,0
2022-03-30,aliexpress,0
2022-03-30,megamrkt,93
2022-03-30,ozon,85
2022-03-30,wildberries,0
2022-03-31,aliexpress,0
2022-03-31,megamrkt,123
2022-03-31,ozon,84
2022-03-31,wildberries,0
2022-04-01,aliexpress,0
2022-04-01,megamrkt,170
2022-04-01,ozon,95
2022-04-01,wildberries,0
2022-04-01,yandex.market,246
2022-04-02,megamrkt,106
2022-04-02,ozon,192
2022-04-02,wildberries,0
2022-04-03,megamrkt,73
2022-04-03,ozon,171
2022-04-03,wildberries,0
2022-04-04,megamrkt,107
2022-04-04,wildberries,0
2022-04-05,aliexpress,0
2022-04-05,megamrkt,81
2022-04-05,ozon,151
2022-04-05,wildberries,0
2022-04-06,megamrkt,141
2022-04-06,ozon,78
2022-04-06,wildberries,0
2022-04-07,aliexpress,0
2022-04-07,megamrkt,82
2022-04-07,ozon,60
2022-04-07,wildberries,0
2022-04-08,megamrkt,202
2022-04-08,ozon,50
2022-04-08,wildberries,0
2022-04-09,aliexpress,0
2022-04-09,megamrkt,85
2022-04-09,ozon,72
2022-04-09,wildberries,0
2022-04-10,megamrkt,125
2022-04-10,ozon,110
2022-04-10,wildberries,0
2022-04-11,aliexpress,0
2022-04-11,megamrkt,125
2022-04-11,ozon,126
2022-04-11,wildberries,0
2022-04-12,aliexpress,0
2022-04-12,megamrkt,132
2022-04-12,ozon,118
2022-04-12,wildberries,0
2022-04-12,yandex.market,90
2022-04-13,aliexpress,0
2022-04-13,megamrkt,79
2022-04-13,ozon,74
2022-04-13,wildberries,0
2022-04-13,yandex.market,118
2022-04-14,megamrkt,125
2022-04-14,ozon,154
2022-04-14,wildberries,0
2022-04-14,yandex.market,95
2022-04-15,aliexpress,0
2022-04-15,megamrkt,168
2022-04-15,ozon,121
2022-04-15,wildberries,0
2022-04-15,yandex.market,173
2022-04-16,aliexpress,0
2022-04-16,megamrkt,168
2022-04-16,ozon,72
2022-04-16,wildberries,0
2022-04-17,megamrkt,87
2022-04-17,ozon,116
2022-04-17,wildberries,0
2022-04-18,aliexpress,0
2022-04-18,megamrkt,87
2022-04-18,ozon,96
2022-04-18,wildberries,0
2022-04-19,aliexpress,0
2022-04-19,megamrkt,84
2022-04-19,ozon,114
2022-04-19,wildberries,0
2022-04-20,aliexpress,0
2022-04-20,megamrkt,83
2022-04-20,ozon,44
2022-04-20,wildberries,0
2022-04-20,yandex.market,131
2022-04-21,aliexpress,0
2022-04-21,megamrkt,166
2022-04-21,ozon,151
2022-04-21,wildberries,0
2022-04-22,aliexpress,0
2022-04-22,megamrkt,120
2022-04-22,ozon,48
2022-04-22,wildberries,0
2022-04-22,yandex.market,165
2022-04-23,megamrkt,120
2022-04-23,ozon,105
2022-04-23,wildberries,0
2022-04-24,aliexpress,0
2022-04-24,megamrkt,133
2022-04-24,ozon,139
2022-04-24,wildberries,0
2022-04-25,aliexpress,0
2022-04-25,megamrkt,94
2022-04-25,ozon,208
2022-04-25,wildberries,0
2022-04-26,aliexpress,0
2022-04-26,megamrkt,132
2022-04-26,ozon,173
2022-04-26,wildberries,0
2022-04-27,aliexpress,0
2022-04-27,megamrkt,237
2022-04-27,ozon,123
2022-04-27,wildberries,0
2022-04-27,yandex.market,46
2022-04-28,aliexpress,0
2022-04-28,megamrkt,127
2022-04-28,ozon,123
2022-04-28,wildberries,0
2022-04-29,aliexpress,0
2022-04-29,megamrkt,184
2022-04-29,ozon,138
2022-04-29,wildberries,0
2022-04-29,yandex.market,91
2022-04-30,aliexpress,0
2022-04-30,megamrkt,133
2022-04-30,ozon,171
2022-04-30,wildberries,0
2022-05-01,aliexpress,0
2022-05-01,megamrkt,77
2022-05-01,ozon,23
2022-05-01,wildberries,0
2022-05-02,aliexpress,0
2022-05-02,megamrkt,171
2022-05-02,ozon,77
2022-05-02,wildberries,0
2022-05-03,aliexpress,0
2022-05-03,megamrkt,134
2022-05-03,ozon,59
2022-05-03,wildberries,0
2022-05-04,aliexpress,0
2022-05-04,megamrkt,142
2022-05-04,ozon,53
2022-05-04,wildberries,0
2022-05-05,aliexpress,0
2022-05-05,megamrkt,82
2022-05-05,ozon,127
2022-05-05,wildberries,0
2022-05-05,yandex.market,33
2022-05-06,aliexpress,0
2022-05-06,megamrkt,96
2022-05-06,ozon,60
2022-05-06,wildberries,0
2022-05-06,yandex.market,74
2022-05-07,aliexpress,0
2022-05-07,megamrkt,91
